gene_hsapiens_stress_down,hsapiens_stress_down_Fraction_sp_less4,hsapiens_stress_down_Fraction_sp_less3,hsapiens_stress_down_Fraction_sp_less2,hsapiens_stress_down_Fraction_sp_1,hsapiens_stress_down_Fraction_sp_0
KLK13,0.12925952552120776,0.0033788641265276777,0.00014378145219266715,0.00014378145219266715,0.0
KLK2,0.2837526959022286,0.02940330697340043,0.000503235082674335,0.000503235082674335,0.0
KLK3,0.29626168224299065,0.03156002875629044,0.0007189072609633358,0.0006470165348670022,7.189072609633358e-05
LCAT,0.24227174694464415,0.020632638389647736,0.00100647016534867,0.0009345794392523365,7.189072609633358e-05
LEP,0.3376707404744788,0.12350826743350107,0.003666427030913012,0.0035945363048166786,7.189072609633358e-05
LRP1,0.3250898634076204,0.0721782890007189,0.002372393961179008,0.0023005032350826744,7.189072609633358e-05
MMP2,0.3370237239396118,0.11480948957584472,0.0031631919482386773,0.0031631919482386773,0.0
MYOC,0.3076923076923077,0.03465132997843278,0.0009345794392523365,0.0009345794392523365,0.0
NGF,0.34155283968368083,0.14248741912293314,0.003235082674335011,0.0031631919482386773,7.189072609633358e-05
NUDT21,0.3323508267433501,0.0785765636232926,0.0019410496046010064,0.0019410496046010064,0.0
PAEP,0.2801581595974119,0.02257368799424874,0.00014378145219266715,0.00014378145219266715,0.0
PDGFB,0.3279654924514738,0.09690869877785765,0.0020848310567936736,0.00201294033069734,7.189072609633358e-05
RAP1B,0.31509705248023007,0.04838245866283249,0.0012940330697340044,0.0012940330697340044,0.0
RPP14,0.3188353702372394,0.06592379583033789,0.000503235082674335,0.00043134435657800146,7.189072609633358e-05
SEPT8,0.203882099209202,0.006973400431344356,0.00014378145219266715,0.00014378145219266715,0.0
SERPINA1,0.33098490294751975,0.10503235082674335,0.001509705248023005,0.0014378145219266715,7.189072609633358e-05
SHBG,0.288569374550683,0.02638389647735442,0.0005751258087706686,0.0005751258087706686,0.0
SMN1,0.3381020848310568,0.10366642703091301,0.002372393961179008,0.002372393961179008,0.0
TCF4,0.3451473759884975,0.15104241552839684,0.009130122214234364,0.00905823148813803,7.189072609633358e-05
TGFB2,0.3171818835370237,0.061897915168943204,0.001869158878504673,0.0017972681524083393,7.189072609633358e-05
TGFBI,0.3193386053199137,0.06858375269590222,0.0016534867002156721,0.0016534867002156721,0.0
TGIF1,0.3301941049604601,0.08856937455068296,0.0006470165348670022,0.0006470165348670022,0.0
TNFRSF14,0.3187634795111431,0.05557153127246585,0.000503235082674335,0.000503235082674335,0.0
TSC22D1,0.3189791516894321,0.05736879942487419,0.0012940330697340044,0.0012221423436376707,7.189072609633358e-05
TTR,0.33026599568655646,0.08425593098490294,0.0017972681524083393,0.0017972681524083393,0.0
UFD1L,0.3300503235082674,0.0777138749101366,0.0007189072609633358,0.0007189072609633358,0.0
A4GALT,0.00043134435657800146,0.00021567217828900073,0.00014378145219266715,7.189072609633358e-05,7.189072609633358e-05
B3GALNT1,0.0024442846872753414,0.00043134435657800146,0.00021567217828900073,0.00014378145219266715,7.189072609633358e-05
AAAS,0.30352264557872033,0.04464414090582315,0.0002875629043853343,0.0002875629043853343,0.0
BANF1,0.32063263838964773,0.0503235082674335,0.000503235082674335,0.000503235082674335,0.0
CTCF,0.3511861969805895,0.22638389647735443,0.031128684399712437,0.031128684399712437,0.0
GEMIN4,0.32214234363767075,0.07203450754852624,0.0006470165348670022,0.0006470165348670022,0.0
GEMIN5,0.28058950395398996,0.01667864845434939,0.00014378145219266715,0.00014378145219266715,0.0
NUP107,0.33910855499640546,0.12688713156002876,0.0030913012221423434,0.0030913012221423434,0.0
NUP133,0.3393961179007908,0.1258806613946801,0.003953989935298346,0.003953989935298346,0.0
NUP153,0.3232207045291157,0.06779295470884256,0.0006470165348670022,0.0006470165348670022,0.0
NUP155,0.309920920201294,0.03903666427030913,0.000503235082674335,0.000503235082674335,0.0
NUP160,0.32437095614665706,0.06326383896477354,0.0005751258087706686,0.0005751258087706686,0.0
NUP205,0.3205607476635514,0.06261682242990654,0.000503235082674335,0.000503235082674335,0.0
NUP214,0.34363767074047447,0.16642703091301222,0.0019410496046010064,0.0019410496046010064,0.0
NUP35,0.3335729690869878,0.09352983465132998,0.0019410496046010064,0.0019410496046010064,0.0
NUP37,0.32221423436376706,0.053199137311286844,0.00043134435657800146,0.00043134435657800146,0.0
NUP43,0.3229331416247304,0.05391804457225018,0.0005751258087706686,0.000503235082674335,7.189072609633358e-05
NUP50,0.29583033788641266,0.026455787203450754,0.000503235082674335,0.000503235082674335,0.0
NUP54,0.30546369518332134,0.037742631200575125,0.00043134435657800146,0.00043134435657800146,0.0
NUP62,0.3235801581595974,0.0691588785046729,0.0007189072609633358,0.0007189072609633358,0.0
NUP85,0.3214234363767074,0.055355859094176854,0.0008626887131560029,0.0008626887131560029,0.0
NUP88,0.28619698058950394,0.018260244428468728,0.00043134435657800146,0.0003594536304816679,7.189072609633358e-05
NUP93,0.3267433501078361,0.06728971962616823,0.0007189072609633358,0.0007189072609633358,0.0
NXF1,0.307979870596693,0.033860531991373115,0.00043134435657800146,0.0003594536304816679,7.189072609633358e-05
PAX5,0.3405463695183321,0.1194823867721064,0.003666427030913012,0.0035945363048166786,7.189072609633358e-05
RAE1,0.3240115025161754,0.06707404744787922,0.0013659237958303378,0.0013659237958303378,0.0
RNPS1,0.33271028037383177,0.07562904385334292,0.001509705248023005,0.001509705248023005,0.0
SLBP,0.291157440690151,0.030337886412652768,0.000503235082674335,0.000503235082674335,0.0
SNRPF,0.31365923795830336,0.042559309849029475,0.0007189072609633358,0.0007189072609633358,0.0
SNRPG,0.31768511861969806,0.04766355140186916,0.0011502516175413372,0.0011502516175413372,0.0
SRSF1,0.3270309130122214,0.06757728253055356,0.0007907979870596693,0.0007907979870596693,0.0
SRSF7,0.30064701653486703,0.02638389647735442,0.0005751258087706686,0.0005751258087706686,0.0
TPR,0.3259525521207764,0.0689432063263839,0.000503235082674335,0.000503235082674335,0.0
AACS,0.15197699496764916,0.002875629043853343,0.0002875629043853343,0.0002875629043853343,0.0
ACAT1,0.2544212796549245,0.011502516175413372,0.0010783608914450035,0.00100647016534867,7.189072609633358e-05
ACAT2,0.26879942487419123,0.019482386772106397,0.0010783608914450035,0.0010783608914450035,0.0
BDH1,0.21847591660675772,0.02149532710280374,0.0003594536304816679,0.0002875629043853343,7.189072609633358e-05
BDH2,0.24759166067577282,0.04126527677929547,0.00014378145219266715,0.00014378145219266715,0.0
EHHADH,0.27074047447879224,0.020992092020129402,0.0010783608914450035,0.0010783608914450035,0.0
FAH,0.25549964054636953,0.017253774263120056,0.000503235082674335,0.000503235082674335,0.0
HADH,0.202803738317757,0.007620416966211359,0.0005751258087706686,0.0005751258087706686,0.0
HMGCL,0.2485981308411215,0.013515456506110711,0.0007189072609633358,0.0007189072609633358,0.0
HMGCS1,0.31135873472322073,0.050395398993529836,0.0010783608914450035,0.00100647016534867,7.189072609633358e-05
HMGCS2,0.3125808770668584,0.051976994967649175,0.0008626887131560029,0.0008626887131560029,0.0
HSD17B10,0.301509705248023,0.03587347232207045,0.000503235082674335,0.000503235082674335,0.0
HSD17B4,0.30251617541337167,0.038317757009345796,0.00043134435657800146,0.00043134435657800146,0.0
OXCT1,0.15197699496764916,0.002875629043853343,0.0002875629043853343,0.0002875629043853343,0.0
OXCT2,0.15197699496764916,0.002875629043853343,0.0002875629043853343,0.00021567217828900073,7.189072609633358e-05
AADAC,0.08260244428468727,0.0024442846872753414,0.0003594536304816679,0.0002875629043853343,7.189072609633358e-05
CES1,0.25125808770668584,0.01912293314162473,0.000503235082674335,0.000503235082674335,0.0
CES5A,0.09834651329978433,0.0027318475916606757,0.0003594536304816679,0.0003594536304816679,0.0
DDHD1,0.08260244428468727,0.0024442846872753414,0.0003594536304816679,0.0002875629043853343,7.189072609633358e-05
LIPA,0.25521207764198417,0.025017972681524083,0.0017972681524083393,0.0017253774263120058,7.189072609633358e-05
PLA1A,0.19468008626887132,0.013803019410496047,0.000503235082674335,0.00043134435657800146,7.189072609633358e-05
PPME1,0.2714593817397556,0.022358015815959743,0.0003594536304816679,0.0002875629043853343,7.189072609633358e-05
PRDX6,0.29403306973400434,0.03450754852624011,0.0006470165348670022,0.0006470165348670022,0.0
AADACL4,0.11897915168943206,0.006326383896477355,0.0,0.0,0.0
SETDB1,0.34155283968368083,0.11897915168943206,0.006326383896477355,0.006326383896477355,0.0
AADAT,0.25068296189791517,0.03199137311286844,0.000503235082674335,0.000503235082674335,0.0
AASDH,0.06376707404744789,0.0008626887131560029,7.189072609633358e-05,7.189072609633358e-05,0.0
AASDHPPT,0.24191229331416247,0.014521926671459382,0.00021567217828900073,0.00021567217828900073,0.0
AFMID,0.23953989935298348,0.015528396836808052,0.00043134435657800146,0.0003594536304816679,7.189072609633358e-05
EPHA4,0.33975557153127245,0.1260963335729691,0.00402588066139468,0.003953989935298346,7.189072609633358e-05
FGFR2,0.3337886412652768,0.09712437095614666,0.003738317757009346,0.003666427030913012,7.189072609633358e-05
KMO,0.09626168224299066,0.0014378145219266715,0.00021567217828900073,0.00014378145219266715,7.189072609633358e-05
KYNU,0.295039539899353,0.038677210639827465,0.0006470165348670022,0.0005751258087706686,7.189072609633358e-05
OGDH,0.2677210639827462,0.027749820273184757,0.0011502516175413372,0.0010783608914450035,7.189072609633358e-05
OGDHL,0.24982027318475916,0.01833213515456506,0.0010783608914450035,0.00100647016534867,7.189072609633358e-05
RAD21,0.34759166067577285,0.18799424874191228,0.022070452911574407,0.022070452911574407,0.0
SCYL3,0.33120057512580875,0.08159597411933861,0.0025880661394680087,0.0025880661394680087,0.0
SLC25A21,0.16793673616103522,0.007332854061826024,7.189072609633358e-05,7.189072609633358e-05,0.0
AAGAB,0.298274622573688,0.044859813084112146,7.189072609633358e-05,7.189072609633358e-05,0.0
EIF3C,0.32242990654205606,0.058878504672897194,0.0005751258087706686,0.0005751258087706686,0.0
IRF1,0.3445003594536305,0.14565061107117183,0.009489575844716032,0.009417685118619698,7.189072609633358e-05
SP1,0.35061107117181883,0.2317038102084831,0.01488138030194105,0.01488138030194105,0.0
TAF1,0.34831056793673615,0.19453630481667863,0.011502516175413372,0.011502516175413372,0.0
AAK1,0.31207764198418403,0.052839683680805175,0.0007907979870596693,0.0007907979870596693,0.0
CNOT10,0.31423436376707403,0.053055355859094176,0.0011502516175413372,0.0011502516175413372,0.0
CSDE1,0.3400431344356578,0.13263838964773544,0.00301941049604601,0.00301941049604601,0.0
CSRP3,0.34212796549245145,0.14622573687994248,0.010496046010064701,0.010496046010064701,0.0
EIF2AK2,0.3368080517613228,0.11509705248023006,0.0024442846872753414,0.0024442846872753414,0.0
FGR,0.34780733285406185,0.19769949676491733,0.014737598849748382,0.014737598849748382,0.0
GATA2,0.3462976276060388,0.16815240833932424,0.011718188353702372,0.011646297627606038,7.189072609633358e-05
HINT2,0.07404744787922359,0.0010783608914450035,7.189072609633358e-05,7.189072609633358e-05,0.0
HLCS,0.33882099209202016,0.1323508267433501,0.004385334291876348,0.004385334291876348,0.0
HOXC8,0.30783608914450034,0.05147375988497484,0.0006470165348670022,0.0006470165348670022,0.0
KLHL13,0.27311286843997123,0.019769949676491733,0.00043134435657800146,0.00043134435657800146,0.0
MDM4,0.3453630481667865,0.16340762041696621,0.005535585909417685,0.005535585909417685,0.0
MRPL18,0.27498202731847593,0.04442846872753415,0.00014378145219266715,0.00014378145219266715,0.0
NEUROD1,0.3405463695183321,0.1314881380301941,0.0033069734004313443,0.003235082674335011,7.189072609633358e-05
NFATC3,0.33220704529115747,0.100215672178289,0.0024442846872753414,0.002372393961179008,7.189072609633358e-05
NFATC4,0.3424874191229331,0.15283968368080517,0.0052480230050323505,0.0052480230050323505,0.0
OTUD7B,0.34155283968368083,0.13731128684399713,0.004960460100647017,0.004888569374550683,7.189072609633358e-05
PAGE4,0.3317757009345794,0.09309849029475198,0.003522645578720345,0.003522645578720345,0.0
PDLIM5,0.32005751258087706,0.0625449317038102,0.0016534867002156721,0.0015815959741193387,7.189072609633358e-05
PLG,0.3357296908698778,0.10589503953989936,0.004744787922358016,0.004672897196261682,7.189072609633358e-05
PTPMT1,0.22573687994248742,0.01610352264557872,0.00014378145219266715,0.00014378145219266715,0.0
RELA,0.34809489575844715,0.20445722501797267,0.006470165348670022,0.006470165348670022,0.0
RPS6KA2,0.34370956146657083,0.15276779295470885,0.007404744787922358,0.007332854061826024,7.189072609633358e-05
SOX10,0.33989935298346513,0.12961897915168943,0.005463695183321351,0.005463695183321351,0.0
SOX2,0.26153846153846155,0.01710999281092739,0.0002875629043853343,0.00021567217828900073,7.189072609633358e-05
STK16,0.34291876347951117,0.1396117900790798,0.0067577282530553555,0.0066858375269590225,7.189072609633358e-05
TDRD3,0.14910136592379583,0.0033788641265276777,7.189072609633358e-05,7.189072609633358e-05,0.0
TSC22D3,0.3357296908698778,0.10294751976994967,0.0015815959741193387,0.001509705248023005,7.189072609633358e-05
TSG101,0.3381739755571531,0.10711718188353703,0.0012940330697340044,0.0012940330697340044,0.0
TTK,0.3448598130841122,0.15240833932422718,0.010136592379583033,0.010136592379583033,0.0
YES1,0.3462257368799425,0.1704529115744069,0.0096333572969087,0.0096333572969087,0.0
ZCCHC14,0.3152408339324227,0.0595255212077642,0.0011502516175413372,0.0010783608914450035,7.189072609633358e-05
ZSCAN20,0.3194823867721064,0.0704529115744069,0.0017253774263120058,0.0017253774263120058,0.0
