gene_celegans_stress_up,celegans_stress_up_Fraction_sp_less4,celegans_stress_up_Fraction_sp_less3,celegans_stress_up_Fraction_sp_less2,celegans_stress_up_Fraction_sp_1,celegans_stress_up_Fraction_sp_0
HIBCH,0.2948321388155413,0.07265182949830253,0.001961523953225198,0.001961523953225198,0.0
HLF,0.2843455299886835,0.05364013579781215,0.0003772161448509996,0.0003017729158807997,7.544322897019993e-05
TMPRSS11A,0.0,0.0,0.0,0.0,0.0
TMPRSS11D,0.003017729158807997,0.0,0.0,0.0,0.0
COX4I2,0.2987551867219917,0.08683515654470012,0.004300264051301396,0.004300264051301396,0.0
COX4I1,0.3075066012825349,0.12357600905318748,0.006261788004526593,0.006261788004526593,0.0
EDA,0.2822331195775179,0.05371557902678235,0.000980761976612599,0.000980761976612599,0.0
CCDC116,0.31105243304413427,0.13738211995473407,0.005054696341003395,0.005054696341003395,0.0
CCDC117,0.006940777065258393,7.544322897019993e-05,0.0,0.0,0.0
CCDC114,0.3044134288947567,0.0920407393436439,0.0015843078083741984,0.0015843078083741984,0.0
CCDC115,0.2875141456054319,0.05401735194266315,0.001131648434552999,0.001131648434552999,0.0
CCDC112,0.2798189362504715,0.04956620143342135,0.000980761976612599,0.000980761976612599,0.0
CCDC113,0.3051678611844587,0.0965673330818559,0.002263296869105998,0.002263296869105998,0.0
IPO11,0.26850245190494154,0.044888721237268954,0.0006789890607317993,0.0006789890607317993,0.0
IPO13,0.31188230856280647,0.12983779705771406,0.005130139569973595,0.005130139569973595,0.0
FRG1,0.27061486231610715,0.04986797434930215,0.000980761976612599,0.0009053187476423991,7.544322897019993e-05
MCM10,0.29234251225952473,0.06465484722746133,0.0031686156167483968,0.0031686156167483968,0.0
OR5P3,0.07717842323651453,0.002263296869105998,0.0,0.0,0.0
OR5P2,0.002263296869105998,0.0,0.0,0.0,0.0
ATP6V0E1,0.26639004149377593,0.03500565824217276,0.0007544322897019992,0.0006789890607317993,7.544322897019993e-05
ATP6V0E2,0.3092417955488495,0.11927574500188608,0.003847604677480196,0.003772161448509996,7.544322897019993e-05
SIX4,0.2929460580912863,0.06933232742361373,0.0012070916635231988,0.001131648434552999,7.544322897019993e-05
SIX5,0.3031308940022633,0.0952093549603923,0.0017351942663145982,0.0016597510373443983,7.544322897019993e-05
SIX6,0.2012825348924934,0.022934741606940777,0.0007544322897019992,0.0006789890607317993,7.544322897019993e-05
SIX1,0.20867597133157298,0.014183327046397586,0.0003772161448509996,0.0003772161448509996,0.0
SIX2,0.17676348547717843,0.01101471142964919,0.00022632968691059977,0.00015088645794039985,7.544322897019993e-05
SIX3,1.0,1.0,1.0,0.0,1.0
UQCRC2,0.2949830252734817,0.07672576386269332,0.004375707280271595,0.004300264051301396,7.544322897019993e-05
XPNPEP1,0.29913240286684273,0.0930969445492267,0.0012070916635231988,0.001131648434552999,7.544322897019993e-05
UQCRC1,0.3127876273104489,0.16001508864579403,0.012749905695963787,0.012674462466993587,7.544322897019993e-05
