gene_mmusculus_stress_up,mmusculus_stress_up_Fraction_sp_less4,mmusculus_stress_up_Fraction_sp_less3,mmusculus_stress_up_Fraction_sp_less2,mmusculus_stress_up_Fraction_sp_1,mmusculus_stress_up_Fraction_sp_0
UBE2L3,0.30188004860962186,0.30188004860962186,0.03724354850239474,0.03724354850239474,0.0
KIF24,0.30188004860962186,0.301737079133605,0.028093502037315032,0.028093502037315032,0.0
TYK2,0.30188004860962186,0.30188004860962186,0.03416970476803202,0.03416970476803202,0.0
COPA,0.30188004860962186,0.3015941096575881,0.014368432339695475,0.01429694760168704,7.14847380084352e-05
GAPVD1,0.30188004860962186,0.3018085638716134,0.03095289155765244,0.030881406819644006,7.14847380084352e-05
GOSR1,0.30188004860962186,0.30123668596754594,0.01429694760168704,0.014225462863678604,7.14847380084352e-05
GNAT1,0.30188004860962186,0.301737079133605,0.017299306598041318,0.017299306598041318,0.0
TBC1D24,0.30188004860962186,0.29987847594538564,0.006147687468725427,0.006147687468725427,0.0
ADCY3,0.30188004860962186,0.30188004860962186,0.02652083780112946,0.026449353063121024,7.14847380084352e-05
UACA,0.30188004860962186,0.30166559439559654,0.025520051469011366,0.025520051469011366,0.0
